Player,Nationality,Pos,Club,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKatt,CrdYellow,CrdRed,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Aaron Mooy, AUS,MF,Celtic,31,1990,5,1,153,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,12,15,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12
Álvaro Morata, ESP,FW,Atlético Madrid,29,1992,5,4,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,2,5,17,0.0,0.0,0.0,0.0,0.0,0.3,0.04,0.34,0.3,0.34
Morato, BRA,DF,Benfica,21,2001,2,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Alfredo Morelos, COL,FW,Rangers,26,1996,5,3,256,2.8,0,0,0,0,0,0,1,0,1.6,1.6,0.1,1.7,2,3,15,0.0,0.0,0.0,0.0,0.0,0.56,0.04,0.6,0.56,0.6
Hidemasa Morita, JPN,MF,Sporting CP,27,1995,5,5,331,3.7,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.2,4,15,2,0.0,0.27,0.27,0.0,0.27,0.01,0.05,0.06,0.01,0.06
Jhon Mosquera, COL,"FW,MF",Viktoria Plzeň,32,1990,5,5,431,4.8,0,1,1,0,0,0,3,0,0.4,0.4,0.4,0.7,10,7,22,0.0,0.21,0.21,0.0,0.21,0.07,0.08,0.15,0.07,0.15
Youssoufa Moukoko, GER,"FW,MF",Dortmund,17,2004,6,2,242,2.7,0,2,2,0,0,0,0,0,2.1,2.1,0.4,2.4,5,8,14,0.0,0.74,0.74,0.0,0.74,0.77,0.14,0.91,0.77,0.91
Mason Mount, ENG,MF,Chelsea,23,1999,9,5,441,4.9,0,2,2,0,0,0,3,0,0.8,0.8,0.8,1.6,8,40,41,0.0,0.41,0.41,0.0,0.41,0.16,0.16,0.33,0.16,0.33
Lucas Moura, BRA,"FW,MF",Tottenham,29,1992,3,2,175,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15
Mykhailo Mudryk, UKR,"FW,DF",Chelsea,21,2001,2,1,94,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,1,7,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18
Mykhailo Mudryk, UKR,MF,Shakhtar,21,2001,6,6,516,5.7,3,2,5,3,0,0,2,0,1.1,1.1,0.7,1.8,25,14,30,0.52,0.35,0.87,0.52,0.87,0.19,0.12,0.32,0.19,0.32
Paul Mukairu, NGA,FW,FC Copenhagen,22,2000,3,0,44,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,0,3,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.55,0.55
Nordi Mukiele, FRA,"DF,MF",Paris S-G,24,1997,4,1,111,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Thomas Müller, GER,"MF,FW",Bayern Munich,32,1989,8,4,367,4.1,1,1,2,1,0,0,0,0,1.3,1.3,0.3,1.6,6,23,26,0.25,0.25,0.49,0.25,0.49,0.33,0.08,0.4,0.33,0.4
Petar Musa, CRO,FW,Benfica,24,1998,5,0,129,1.4,2,0,2,2,0,0,1,0,0.5,0.5,0.1,0.6,4,5,12,1.4,0.0,1.4,1.4,1.4,0.35,0.08,0.43,0.35,0.43
Jamal Musiala, GER,"MF,FW",Bayern Munich,19,2003,9,7,528,5.9,0,2,2,0,0,0,0,0,1.5,1.5,1.9,3.4,19,44,32,0.0,0.34,0.34,0.0,0.34,0.26,0.33,0.58,0.26,0.58
Bohdan Mykhaylychenko, UKR,DF,Shakhtar,25,1997,4,4,360,4.0,0,2,2,0,0,0,1,0,0.1,0.1,0.3,0.4,8,10,16,0.0,0.5,0.5,0.0,0.5,0.03,0.08,0.11,0.03,0.11
Obite N'Dicka, FRA,DF,Eint Frankfurt,22,1999,8,8,720,8.0,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,11,15,5,0.0,0.12,0.12,0.0,0.12,0.01,0.01,0.02,0.01,0.02
Nacho, ESP,DF,Real Madrid,32,1990,8,4,440,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.03
Jesús Navas, ESP,"DF,MF",Sevilla,36,1985,3,3,224,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,5,22,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Flávio Nazinho, POR,"DF,MF",Sporting CP,19,2003,3,0,120,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.5,1,0,4,0.0,0.0,0.0,0.0,0.0,0.33,0.01,0.35,0.33,0.35
Tanguy Ndombele, FRA,MF,Napoli,25,1996,9,3,373,4.1,1,1,2,1,0,0,0,0,0.9,0.9,1.4,2.3,11,25,12,0.24,0.24,0.48,0.24,0.48,0.21,0.35,0.56,0.21,0.56
David Neres, BRA,"FW,MF",Benfica,25,1997,9,4,444,4.9,3,1,4,3,0,0,2,0,1.9,1.9,1.2,3.1,24,23,47,0.61,0.2,0.81,0.61,0.81,0.38,0.25,0.63,0.38,0.63
Luís Neto, POR,DF,Sporting CP,34,1988,1,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21
Manuel Neuer, GER,GK,Bayern Munich,36,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Neves, POR,"FW,MF",Benfica,17,2004,3,0,29,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,2,0.0,3.1,3.1,0.0,3.1,0.0,0.24,0.24,0.0,0.24
Neymar, BRA,"MF,FW",Paris S-G,30,1992,6,6,539,6.0,2,2,4,2,0,0,4,0,2.1,2.1,1.6,3.6,37,57,31,0.33,0.33,0.67,0.33,0.67,0.35,0.26,0.61,0.35,0.61
Tanguy Nianzou, FRA,DF,Sevilla,20,2002,2,2,180,2.0,1,0,1,1,0,0,0,0,0.1,0.1,0.4,0.5,2,6,0,0.5,0.0,0.5,0.5,0.5,0.07,0.21,0.27,0.07,0.27
Casper Nielsen, DEN,MF,Club Brugge,28,1994,8,7,645,7.2,0,1,1,0,0,0,2,0,0.5,0.5,0.6,1.2,2,19,11,0.0,0.14,0.14,0.0,0.14,0.08,0.08,0.16,0.08,0.16
Saúl Ñíguez, ESP,"MF,DF",Atlético Madrid,27,1994,5,4,281,3.1,0,0,0,0,0,0,0,0,0.6,0.2,0.1,0.3,5,11,14,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.21,0.07,0.11
Christopher Nkunku, FRA,"MF,FW",RB Leipzig,24,1997,7,6,562,6.2,3,1,4,3,0,0,1,0,1.6,1.6,2.5,4.1,15,23,51,0.48,0.16,0.64,0.48,0.64,0.26,0.41,0.66,0.26,0.66
Hugo Novoa, ESP,MF,RB Leipzig,19,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darwin Núñez, URU,FW,Liverpool,23,1999,8,5,399,4.4,4,1,5,4,0,0,1,0,5.0,5.0,0.1,5.1,13,5,50,0.9,0.23,1.13,0.9,1.13,1.13,0.01,1.14,1.13,1.14
Antonio Nusa, NOR,FW,Club Brugge,17,2005,4,0,57,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,6,2,6,1.58,0.0,1.58,1.58,1.58,0.41,0.04,0.45,0.41,0.45
Matt O'Riley, DEN,MF,Celtic,21,2000,6,6,481,5.3,0,0,0,0,0,0,2,0,0.9,0.9,0.5,1.4,7,30,27,0.0,0.0,0.0,0.0,0.0,0.18,0.08,0.26,0.18,0.26
Jan Oblak, SVN,GK,Atlético Madrid,29,1993,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Ocampos, ARG,FW,Ajax,28,1994,2,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3
Oleh Ocheretko, UKR,MF,Shakhtar,19,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44
Denis Odoi, GHA,"DF,MF",Club Brugge,34,1988,7,6,523,5.8,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.1,8,29,4,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Noah Okafor, SUI,FW,RB Salzburg,22,2000,6,6,465,5.2,3,0,3,2,1,1,1,0,1.7,0.9,0.5,1.5,13,7,34,0.58,0.0,0.58,0.39,0.39,0.34,0.1,0.43,0.18,0.28
Mathías Olivera, URU,DF,Napoli,24,1997,8,5,514,5.7,0,2,2,0,0,0,1,0,0.6,0.6,0.7,1.3,11,26,15,0.0,0.35,0.35,0.0,0.35,0.1,0.13,0.23,0.1,0.23
Dani Olmo, ESP,"FW,MF",RB Leipzig,24,1998,3,0,65,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,3,4,0.0,0.0,0.0,0.0,0.0,0.15,0.11,0.26,0.15,0.26
André Onana, CMR,GK,Inter,26,1996,13,13,"1,170",13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raphael Onyedika, NGA,MF,Club Brugge,21,2001,7,6,567,6.3,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.7,4,19,4,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12
Willi Orban, HUN,DF,RB Leipzig,29,1992,8,8,720,8.0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.6,3,33,1,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.07,0.06,0.07
Divock Origi, BEL,FW,Milan,27,1995,8,0,154,1.7,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,5,4,9,0.0,0.0,0.0,0.0,0.0,0.39,0.12,0.51,0.39,0.51
Mislav Oršić, CRO,FW,Dinamo Zagreb,29,1992,6,6,490,5.4,2,0,2,2,0,0,1,0,1.1,1.1,0.3,1.4,13,15,43,0.37,0.0,0.37,0.37,0.37,0.2,0.05,0.25,0.2,0.25
Stefan Ortega, GER,GK,Manchester City,29,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Osimhen, NGA,FW,Napoli,23,1998,6,5,421,4.7,5,0,5,5,0,1,1,0,4.9,4.1,0.5,4.6,10,7,25,1.07,0.0,1.07,1.07,1.07,1.05,0.11,1.16,0.89,0.99
Nicolás Otamendi, ARG,DF,Benfica,34,1988,9,9,793,8.8,0,1,1,0,0,0,3,0,0.3,0.3,0.6,0.9,3,24,2,0.0,0.11,0.11,0.0,0.11,0.03,0.07,0.1,0.03,0.1
Otávio, POR,MF,Porto,27,1995,7,6,526,5.8,0,2,2,0,0,0,3,1,0.7,0.7,1.5,2.2,8,32,12,0.0,0.34,0.34,0.0,0.34,0.11,0.26,0.37,0.11,0.37
Alex Oxlade-Chamberlain, ENG,MF,Liverpool,28,1993,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salih Özcan, TUR,MF,Dortmund,24,1998,7,7,541,6.0,0,1,1,0,0,0,4,0,0.1,0.1,0.8,0.9,6,22,8,0.0,0.17,0.17,0.0,0.17,0.01,0.13,0.14,0.01,0.14
Exequiel Palacios, ARG,MF,Leverkusen,23,1998,2,1,90,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Cole Palmer, ENG,"MF,FW",Manchester City,20,2002,4,1,138,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,10,4,11,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
Antonios Papadopoulos, GER,"MF,FW",Dortmund,22,1999,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leandro Paredes, ARG,MF,Juventus,28,1994,4,4,354,3.9,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,5,29,4,0.0,0.25,0.25,0.0,0.25,0.04,0.06,0.1,0.04,0.1
Felix Passlack, GER,DF,Dortmund,24,1998,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,3,8,15,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Remko Pasveer, NED,GK,Ajax,38,1983,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulinho, POR,FW,Sporting CP,29,1992,5,2,236,2.6,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,3,10,8,0.38,0.0,0.38,0.38,0.38,0.1,0.04,0.14,0.1,0.14
Paulinho, BRA,FW,Leverkusen,22,2000,2,0,49,0.5,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3,2,5,0.0,0.0,0.0,0.0,0.0,0.57,0.12,0.69,0.57,0.69
Benjamin Pavard, FRA,DF,Bayern Munich,26,1996,9,7,592,6.6,2,0,2,2,0,0,4,1,1.1,1.1,0.2,1.3,7,53,20,0.3,0.0,0.3,0.3,0.3,0.16,0.03,0.19,0.16,0.19
Strahinja Pavlović, SRB,DF,RB Salzburg,21,2001,6,6,540,6.0,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,9,20,2,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07
Dimitri Payet, FRA,MF,Marseille,35,1987,2,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,9,14,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.25,0.17,0.25
Pedri, ESP,"MF,FW",Barcelona,19,2002,5,5,401,4.5,0,0,0,0,0,0,0,0,0.9,0.9,0.8,1.7,16,35,30,0.0,0.0,0.0,0.0,0.0,0.21,0.18,0.39,0.21,0.39
Luca Pellegrini, ITA,"DF,MF",Eint Frankfurt,23,1999,4,1,201,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,10,14,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
Iñaki Peña, ESP,GK,Barcelona,23,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pepe, POR,DF,Porto,39,1983,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Pepê, BRA,"DF,FW",Porto,25,1997,8,8,685,7.6,0,0,0,0,0,0,4,1,0.3,0.3,1.2,1.4,21,32,26,0.0,0.0,0.0,0.0,0.0,0.04,0.15,0.19,0.04,0.19
Danilo Pereira, POR,"DF,MF",Paris S-G,30,1991,7,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,19,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Dino Perić, CRO,DF,Dinamo Zagreb,28,1994,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Mattia Perin, ITA,GK,Juventus,29,1992,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Perišić, CRO,"DF,MF",Tottenham,33,1989,7,7,572,6.4,0,3,3,0,0,0,0,0,0.2,0.2,1.3,1.5,21,22,48,0.0,0.47,0.47,0.0,0.47,0.03,0.21,0.24,0.03,0.24
Luděk Pernica, CZE,DF,Viktoria Plzeň,32,1990,6,5,495,5.5,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0,6,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Bruno Petković, CRO,FW,Dinamo Zagreb,27,1994,6,6,490,5.4,1,2,3,1,0,0,1,0,0.5,0.5,1.1,1.6,4,13,32,0.18,0.37,0.55,0.18,0.55,0.09,0.2,0.29,0.09,0.29
Ivan Petryak, UKR,MF,Shakhtar,28,1994,6,1,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,2,16,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.08,0.04,0.08
Kalvin Phillips, ENG,MF,Manchester City,26,1995,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frantzdy Pierrot, HAI,FW,Maccabi Haifa,27,1995,6,6,481,5.3,0,2,2,0,0,0,1,0,0.7,0.7,0.4,1.1,8,2,20,0.0,0.37,0.37,0.0,0.37,0.13,0.08,0.2,0.13,0.2
Václav Pilař, CZE,"FW,MF",Viktoria Plzeň,33,1988,5,1,123,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,2,10,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21
Rodrigo Pinho, BRA,FW,Benfica,31,1991,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard Piqué, ESP,DF,Barcelona,35,1987,4,2,258,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommaso Pobega, ITA,MF,Milan,23,1999,8,0,163,1.8,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,2,7,4,0.55,0.0,0.55,0.55,0.55,0.35,0.04,0.4,0.35,0.4
Suf Podgoreanu, ISR,DF,Maccabi Haifa,20,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo Politano, ITA,FW,Napoli,28,1993,9,6,403,4.5,1,1,2,0,1,1,2,0,1.2,0.5,0.6,1.1,28,25,47,0.22,0.22,0.45,0.0,0.22,0.28,0.14,0.42,0.11,0.25
Pedro Porro, ESP,"DF,MF",Sporting CP,22,1999,5,4,392,4.4,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.7,11,8,21,0.0,0.23,0.23,0.0,0.23,0.03,0.12,0.15,0.03,0.15
Pedro Porro, ESP,DF,Tottenham,22,1999,1,0,38,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,5,3,0.0,0.0,0.0,0.0,0.0,0.14,0.4,0.54,0.14,0.54
Yussuf Poulsen, DEN,"FW,MF",RB Leipzig,28,1994,5,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Pulisic, USA,"DF,FW",Chelsea,23,1998,5,1,113,1.3,0,1,1,0,0,0,0,0,0.2,0.2,1.0,1.2,6,9,11,0.0,0.8,0.8,0.0,0.8,0.15,0.77,0.92,0.15,0.92
Adrien Rabiot, FRA,MF,Juventus,27,1995,5,5,446,5.0,2,0,2,2,0,0,0,0,0.6,0.6,0.1,0.7,13,32,24,0.4,0.0,0.4,0.4,0.4,0.12,0.03,0.15,0.12,0.15
Ivan Rakitić, CRO,MF,Sevilla,34,1988,6,6,418,4.6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,3,26,14,0.0,0.22,0.22,0.0,0.22,0.05,0.04,0.09,0.05,0.09
Gonçalo Ramos, POR,FW,Benfica,21,2001,10,10,712,7.9,3,1,4,3,0,0,2,0,3.8,3.8,0.7,4.6,6,10,32,0.38,0.13,0.51,0.38,0.51,0.49,0.09,0.58,0.49,0.58
Sergio Ramos, ESP,DF,Paris S-G,36,1986,8,8,720,8.0,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,3,24,4,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Calvin Ramsay, SCO,DF,Liverpool,19,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raphinha, BRA,FW,Barcelona,25,1996,5,4,294,3.3,0,2,2,0,0,0,0,0,0.5,0.5,1.1,1.6,9,17,37,0.0,0.61,0.61,0.0,0.61,0.15,0.33,0.48,0.15,0.48
Giacomo Raspadori, ITA,FW,Napoli,22,2000,7,3,250,2.8,4,3,7,4,0,0,1,0,1.0,1.0,0.6,1.5,5,10,18,1.44,1.08,2.52,1.44,2.52,0.35,0.21,0.55,0.35,0.55
David Raum, GER,DF,RB Leipzig,24,1998,8,6,531,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,15,13,42,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14
Ante Rebić, CRO,"FW,MF",Milan,28,1993,7,2,249,2.8,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,10,16,27,0.0,0.0,0.0,0.0,0.0,0.29,0.16,0.44,0.29,0.44
Matheus Reis, BRA,DF,Sporting CP,27,1995,6,5,509,5.7,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,5,13,7,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
Karim Rekik, NED,DF,Sevilla,27,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devyne Rensch, NED,DF,Ajax,19,2003,4,3,287,3.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,6,6,16,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.18,0.17,0.18
Marco Reus, GER,"MF,FW",Dortmund,33,1989,3,3,262,2.9,1,1,2,1,0,0,0,0,0.9,0.9,0.8,1.7,6,9,14,0.34,0.34,0.69,0.34,0.69,0.29,0.28,0.57,0.29,0.57
Gio Reyna, USA,"FW,MF",Dortmund,19,2002,6,3,383,4.3,0,2,2,0,0,0,0,0,0.2,0.2,1.1,1.3,8,14,24,0.0,0.47,0.47,0.0,0.47,0.04,0.27,0.31,0.04,0.31
Richarlison, BRA,"MF,FW",Tottenham,25,1997,6,4,365,4.1,2,0,2,2,0,0,0,0,1.2,1.2,0.8,1.9,9,12,30,0.49,0.0,0.49,0.49,0.49,0.29,0.19,0.48,0.29,0.48
Stefan Ristovski, MKD,DF,Dinamo Zagreb,30,1992,5,5,370,4.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,9,18,9,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
Mats Rits, BEL,MF,Club Brugge,29,1993,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergi Roberto, ESP,DF,Barcelona,30,1992,3,3,206,2.3,0,2,2,0,0,0,1,0,0.1,0.1,0.8,0.9,5,25,20,0.0,0.87,0.87,0.0,0.87,0.06,0.35,0.41,0.06,0.41
Andrew Robertson, SCO,DF,Liverpool,28,1994,5,4,378,4.2,0,2,2,0,0,0,0,0,0.1,0.1,0.5,0.6,9,17,29,0.0,0.48,0.48,0.0,0.48,0.03,0.12,0.15,0.03,0.15
Rochinha, POR,"MF,FW",Sporting CP,27,1995,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46
Sebastian Rode, GER,MF,Eint Frankfurt,31,1990,6,3,299,3.3,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1.0,7,19,6,0.0,0.3,0.3,0.0,0.3,0.05,0.25,0.31,0.05,0.31
Rodri, ESP,MF,Manchester City,26,1996,12,11,995,11.1,2,0,2,2,0,0,1,0,0.9,0.9,0.6,1.5,22,87,6,0.18,0.0,0.18,0.18,0.18,0.08,0.05,0.13,0.08,0.13
Rodrygo, BRA,FW,Real Madrid,21,2001,12,10,819,9.1,5,2,7,3,2,2,0,0,4.5,3.1,1.5,4.6,38,21,82,0.55,0.22,0.77,0.33,0.55,0.5,0.17,0.67,0.34,0.51
Cristian Romero, ARG,DF,Tottenham,24,1998,7,7,598,6.6,0,0,0,0,0,0,4,1,0.3,0.3,0.1,0.4,9,32,8,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
Valentin Rongier, FRA,MF,Marseille,27,1994,6,5,471,5.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,10,45,9,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.09,0.08,0.09
Tom Rothe, GER,DF,Dortmund,17,2004,3,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amir Rrahmani, KVX,DF,Napoli,28,1994,7,7,613,6.8,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,2,24,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Antonio Rüdiger, GER,DF,Real Madrid,29,1993,10,6,678,7.5,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,3,15,0,0.13,0.0,0.13,0.13,0.13,0.04,0.05,0.09,0.04,0.09
Daniele Rugani, ITA,DF,Juventus,28,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15
Mário Rui, POR,DF,Napoli,31,1991,6,5,386,4.3,0,1,1,0,0,0,1,0,0.4,0.4,0.4,0.8,12,24,17,0.0,0.23,0.23,0.0,0.23,0.09,0.1,0.18,0.09,0.18
Fabián Ruiz Peña, ESP,MF,Paris S-G,26,1996,7,3,238,2.6,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,4,15,15,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.2,0.11,0.2
